Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2018,4,South Carolina,Food,Staphylococcus aureus,,Suspected,Prison/jail,49,0,38,0,49,"taco, beef",beef,Beef,,,,,
2018,1,Multistate,Food,Salmonella enterica,Norwich,Confirmed,Unknown,30,7,25,0,25,,,,,,,,
2017,7,Washington,Food,Vibrio parahaemolyticus,,Confirmed,Unknown,2,0,2,0,2,"oysters, raw","oysters, raw",Mollusks,,,,,
2018,3,Illinois,Food,Staphylococcus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,chicken,,Chicken,,,,,
2018,3,Washington DC,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant - Sit-down dining,6,0,5,0,5,,,,,,,,
2018,2,Florida,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,3,Washington DC,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,12,0,12,0,12,,,,,,,,
2017,6,Multistate,Food,Salmonella enterica,Montevideo,Confirmed,Unknown,23,5,18,0,20,,,,,,,,
2018,3,Ohio,Food,Norovirus Genogroup I; Norovirus Genogroup I,GI.P6 - GI.6; unknown,Confirmed; Confirmed,Other,15,0,15,0,15,,,,,,,,
2018,3,Florida,Food,Ciguatoxin,,Confirmed,Private home/residence,3,2,3,0,3,"fish, baracuda","fish, baracuda",Fish,,,,,
2018,4,Ohio,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,19,0,18,0,18,chips,,Multiple,,,,,
2017,5,Indiana,Food,Salmonella enterica,Heidelberg,Confirmed,Restaurant - Sit-down dining,3,1,2,0,2,,,,,,,,
2018,3,Minnesota,Food,Norovirus Genogroup I,GI.P1 - GI.1,Suspected,Restaurant - Sit-down dining,8,0,2,0,8,oysters,oysters,Mollusks,,,,,
2018,3,Washington DC,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,4,Minnesota,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2018,4,Florida,Food,Norovirus,,Suspected,Restaurant - other or unknown type,18,0,18,0,18,,,,,,,,
2018,4,Michigan,Food,Norovirus Genogroup II,GII.P31 - GII.4 Sydney,Confirmed,Restaurant - other or unknown type; Hotel/motel; Restaurant - Buffet,26,0,26,0,26,,,,,,,,
2018,4,Texas,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,"pancakes, unspecified; shell eggs; hash browns",,Multiple,,,,,
2018,3,Kansas,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,3,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,9,3,9,0,9,,,,,,,,
2018,4,Hawaii,Food,,,,Grocery store,7,0,7,0,7,,,,,,,,
2018,1,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,2,2,2,0,2,chicken,chicken,Chicken,,,,,
2018,4,Ohio,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,4,Ohio,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2018,4,North Carolina,Food,Norovirus Genogroup I,unknown - unknown,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,0,13,0,13,,,,,,,,
2018,4,Oregon,Food,Norovirus Genogroup II,GII.P16 - ,Confirmed,Caterer (food prepared off-site from where served),35,0,35,0,35,,,,,,,,
2017,4,North Carolina,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),11,0,11,0,11,,,,,,,,
2018,4,Tennessee,Food,Cryptosporidium parvum,unknown,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2017,3,Idaho,Food,Campylobacter,,Suspected,Farm/dairy,2,0,2,0,2,"milk, unpasteurized","milk, unpasteurized",Dairy,,,,,
2018,2,Texas,Food,Campylobacter jejuni,,Suspected,Farm/dairy,2,0,2,0,2,milk,,Dairy,,,,,
2018,4,Ohio,Food,,,,Grocery store,3,0,3,0,3,,,,,,,,
2018,4,Washington,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,19,0,0,0,0,,,,,,,,
2018,3,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,5,2,5,0,5,,,,,,,,
2018,4,Wisconsin,Food,Norovirus Genogroup I,GI.P6 - GI.6,Confirmed,Restaurant - Sit-down dining,8,0,0,0,0,,,,,,,,
2018,3,Texas,Food,,,,Unknown,8,0,8,0,8,,,,,,,,
2018,4,Ohio,Food,Norovirus Genogroup II,GII.P7 - GII.7,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,rice pilaf; hummus,,Multiple,,,,,
2018,4,Ohio,Food,Clostridium perfringens,,Confirmed,Private home/residence; Religious facility,22,0,22,0,22,shredded chicken,,Chicken,,,,,
2018,2,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,4,0,4,"fish, ulua",,Fish,,,,,
2018,4,New York,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2018,4,Washington,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,11,0,11,0,11,,,,,,,,
2018,4,New York,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,3,Massachusetts,Food,Salmonella enterica; Campylobacter jejuni,"I 4,[5],12:i:-; ",Confirmed; Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served); Grocery store,8,1,8,0,8,"pate, chicken liver","liver, chicken",Chicken,,,,,
2017,1,Multistate,Food,Salmonella enterica; Salmonella enterica,"Newport; I 4,[5],12:b:- var. L(+) tartrate +",Confirmed; Confirmed,Restaurant - other or unknown type; Private home/residence,29,6,29,0,29,frozen shredded coconut,coconut,Fruits,,,,,
2018,4,Pennsylvania,Food,Clostridium botulinum,,Confirmed,Private home/residence,2,2,2,0,2,chung gook jang,,Multiple,,,,,
2018,4,Minnesota,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",5,0,5,0,5,,,,,,,,
2018,4,Ohio,Food,Clostridium perfringens,,Suspected,Private home/residence,3,0,3,0,3,"ground beef, sloppy joe",ground beef,Beef,,,,,
2018,4,New Mexico,Food,,,,Unknown,14,0,14,0,14,,,,,,,,
2018,3,Tennessee,Food,Salmonella enterica; Salmonella enterica,Enteritidis,Confirmed; Suspected,Prison/jail,4,3,4,0,4,,,,,,,,
2018,3,Pennsylvania,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,7,0,7,,,,,,,,
2018,4,Florida,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,"sandwich, submarine",ham; lettuce; onion; tomato; turkey; mayonnaise,Multiple,,,,,
2018,3,Pennsylvania,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2018,4,Pennsylvania,Food,Salmonella enterica,Durham,Confirmed,Private home/residence,7,3,7,0,7,chicke stew with rice,,Multiple,,,,,
2018,4,Texas,Food,Norovirus Genogroup II,,Suspected,Banquet Facility (food prepared and served on-site); Camp; Hotel/motel,26,0,26,0,26,bacon wrapped green beans,,Multiple,,,,,
2018,4,Virginia,Food,Staphylococcus aureus,,Confirmed,Private home/residence,17,0,17,0,17,chinese,chicken; egg; ham; lettuce; oysters; pork; rice,Multiple,,,,,
2018,4,Texas,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,2,2,2,0,2,eggs ham and beans,,Multiple,,,,,
2018,1,Illinois,Food,Salmonella enterica,Saintpaul,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),5,0,5,0,5,,,,,,,,
2018,4,Massachusetts,Food,Norovirus,,Suspected,Caterer (food prepared off-site from where served),5,0,5,0,5,,,,,,,,
2018,4,Texas,Food,,,,Restaurant - Buffet,2,0,0,0,0,oysters; ice tea,,Multiple,,,,,
2018,1,Colorado,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2018,3,Nevada,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,"oysters, raw",,Mollusks,,,,,
2018,4,Tennessee,Food,,,,Caterer (food prepared off-site from where served),11,0,11,0,11,,,,,,,,
2018,4,Minnesota,Food,Norovirus Genogroup I,GI.P1 - ,Confirmed,Banquet Facility (food prepared and served on-site),17,0,17,0,17,,,,,,,,
2017,5,Texas,Food,Cyclospora cayetanensis,,Confirmed,Restaurant - Sit-down dining; Restaurant - other or unknown type,41,2,41,0,40,green onion/scallion,,Vegetable Row Crops,,,,,
2018,4,Florida,Food,,,,Prison/jail,10,0,10,0,10,,,,,,,,
2018,4,Florida,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,chicken picata,,Multiple,,,,,
2018,4,Washington,Food,Norovirus Genogroup II,GII.P7 - GII.7,Confirmed,Restaurant - Sit-down dining,38,,0,,0,,,,,,,,
2018,5,Virginia,Food,Norovirus Genogroup II,GII.P7 - GII.6,Confirmed,Other,29,0,29,0,29,,,,,,,,
2018,2,Colorado,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,4,Ohio,Food,,,,Private home/residence; Other,3,1,2,0,2,,,,,,,,
2018,1,Utah,Food,,,,Restaurant - Sit-down dining,2,0,0,0,2,coconut soup,,Multiple,,,,,
2018,2,Utah,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,9,0,0,0,0,burritos,,Multiple,,,,,
2018,3,Utah,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,steak,,Beef,,,,,
2018,3,Utah,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,3,0,1,0,1,eggs,,Eggs,,,,,
2018,4,Utah,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,5,0,1,0,1,,,,,,,,
2018,4,Utah,Food,,,,Restaurant - Sit-down dining,3,0,0,0,3,"chicken, vegan",,Multiple,,,,,
2018,4,Utah,Food,Norovirus Genogroup I,unknown - unknown,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0,9,0,9,,,,,,,,
2018,5,New York,Food,Norovirus Genogroup II,GII.P15 - GIX.1,Confirmed,Restaurant - other or unknown type,8,0,8,0,8,,,,,,,,
2018,5,Virginia,Food,Norovirus Genogroup II,GII.P16 - GII.2,Confirmed,Religious facility,7,0,7,0,7,"salad, unspecified",,Multiple,,,,,
2017,4,Colorado,Food,Hepatitis A,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Other",2,0,2,0,2,,,,,,,,
2018,3,Florida,Food,Staphylococcus,,Suspected,Restaurant - other or unknown type,2,0,2,0,2,,,,,,,,
2018,4,Minnesota,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",3,0,3,0,3,,,,,,,,
2018,5,Texas,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,breakfast taco; water,,Multiple,,,,,
2018,4,Maryland,Food,Norovirus Genogroup II,,Suspected,Caterer (food prepared off-site from where served),6,0,6,0,6,,,,,,,,
2018,5,Florida,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Banquet Facility (food prepared and served on-site),30,0,30,0,30,fruit,"fruit, unspecified",Fruits,,,,,
2018,5,New York,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant - Sit-down dining,84,0,4,0,4,,,,,,,,
2018,3,Illinois,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant - Sit-down dining,10,0,10,0,10,,,,,,,,
2018,2,Michigan,Food,,,,Restaurant - other or unknown type,10,0,10,0,10,,,,,,,,
2018,4,Michigan,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",5,0,5,0,5,"chicken, smoked",chicken,Chicken,,,,,
2018,5,Nebraska,Food,Clostridium perfringens,,Suspected,Other,43,0,43,0,43,pulled pork,,Pork,,,,,
2018,5,Ohio,Food,,,,Restaurant - Buffet,4,0,4,0,4,,,,,,,,
2018,4,Texas,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Buffet,2,0,2,0,2,,,,,,,,
2018,4,Rhode Island,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,8,0,5,0,5,alcoholic drink garnishes,lemon; lime; orange,Fruits,,,,,
2018,4,Connecticut,Food,Norovirus Genogroup II,GII.P22 - GII.5,Confirmed,School/college/university,377,23,377,0,377,"burrito, unspecified; chicken wrap; turkey wrap",,Multiple,,,,,
2018,4,Connecticut,Food,Clostridium perfringens,,Confirmed,Banquet Facility (food prepared and served on-site),17,0,17,0,17,sausage & peppers,,Multiple,,,,,
2018,4,Arizona,Food,Salmonella enterica,Javiana,Confirmed,Unknown,2,1,2,0,2,,,,,,,,
2018,3,Michigan,Food,Norovirus,,Suspected,Banquet Facility (food prepared and served on-site),27,1,19,0,19,,,,,,,,
2018,3,Michigan,Food,,,,Restaurant - Buffet,5,1,1,0,0,,,,,,,,
2018,5,Utah,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,5,Ohio,Food,Norovirus,,Suspected,Banquet Facility (food prepared and served on-site),6,0,6,0,6,,,,,,,,
2018,5,Tennessee,Food,Bacillus cereus,,Confirmed,Restaurant - Sit-down dining,19,0,16,0,16,rice,rice,Grains-Beans,,,,,
2018,4,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,6,1,6,0,6,"ground beef, hamburger",,Beef,,,,,
2015,5,Multistate,Food,Listeria monocytogenes,,Confirmed,Unknown,11,7,9,2,9,,,,,,,,
2018,1,Multistate,Food,Salmonella enterica,Montevideo,Confirmed,Private home/residence,7,1,7,0,7,frozen waffles,,Multiple,,,,,
2018,5,Utah,Food,Bacillus cereus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,0,0,,,,,,,,
2018,1,Multistate,Food,Salmonella enterica,Oranienburg,Confirmed,Unknown,79,24,69,0,70,,,,,,,,
2018,1,Multistate,Food,Salmonella enterica,Typhimurium,Confirmed,Other,265,94,259,1,262,chicken salad,,Multiple,,,,,
2017,9,Multistate,Food,Salmonella enterica,Typhimurium,Confirmed,Unknown,14,3,12,0,13,dried coconut,coconut,Fruits,,,,,
2018,5,Texas,Food,Salmonella enterica,unknown,Suspected,Private home/residence,5,0,5,0,5,"avocado, unspecified",,Fruits,,,,,
2018,5,Minnesota,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,4,Florida,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"fish, tuna","fish, ahi",Fish,,,,,
2018,5,Florida,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,"fish, baraccuda","fish, baracuda",Fish,,,,,
2018,4,Texas,Food,Salmonella enterica,unknown,Suspected,Restaurant - Sit-down dining,2,0,0,0,0,caesar/house salad,egg,Eggs,,,,,
2018,2,Texas,Food,,,,Restaurant - other or unknown type,5,0,5,0,5,,,,,,,,
2018,1,Texas,Food,,,,Restaurant - Sit-down dining,12,0,5,0,5,,,,,,,,
2018,3,Texas,Food,,,,Restaurant - Sit-down dining,7,0,2,0,2,,,,,,,,
2018,4,Texas,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0,5,0,5,,,,,,,,
2018,4,Hawaii,Food,,,,Hotel/motel,25,0,25,0,25,,,,,,,,
2018,5,Texas,Food,,,,Unknown,2,0,2,0,2,baked chicken; fried fish; coleslaw; ice tea; black beans,,Multiple,,,,,
2018,2,Colorado,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,10,0,10,0,10,,,,,,,,
2018,4,Colorado,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2018,5,Texas,Food,,,,Private home/residence,4,0,4,0,4,"ground buffalo/beef, burger",,Beef,,,,,
2018,4,Texas,Food,Salmonella unknown,,Suspected,Grocery store,3,0,3,0,3,,,,,,,,
2018,5,Massachusetts,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,4,Michigan,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",27,0,27,0,27,"sandwich, submarine",,Multiple,,,,,
2018,4,Florida,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,School/college/university,14,0,14,0,14,,,,,,,,
2018,5,Ohio,Food,Norovirus,,Suspected,Restaurant - other or unknown type,2,0,2,0,2,,,,,,,,
2018,5,Iowa,Food,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,20,0,7,0,7,,,,,,,,
2017,9,California,Food,Salmonella enterica,Braenderup,Confirmed,Restaurant - Sit-down dining,7,1,6,0,7,"burrito, unspecified",,Multiple,,,,,
2017,4,California,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.P16 - GII.2; unknown,Confirmed; Confirmed,Caterer (food prepared off-site from where served),23,0,22,0,23,miscellaneous,,Unclassifiable,,,,,
2017,12,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2017,12,California,Food,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),4,0,4,0,4,,,,,,,,
2018,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,13,8,13,0,13,"chicken, frozen breaded",chicken,Chicken,,,,,
2018,5,Wisconsin,Food,Norovirus Genogroup I,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2018,5,Wisconsin,Food,Norovirus Genogroup II,GII.P7 - GII.6,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2018,5,Texas,Food,Salmonella enterica,unknown,Suspected,Unknown,2,0,0,0,0,,,,,,,,
2018,5,Texas,Food,,,,Unknown,5,0,5,0,5,rainbow sorbet icecream; chocolate chip ice cream; mint chocolate chip ice cream,,Multiple,,,,,
2018,5,North Carolina,Food,Staphylococcus aureus,,Confirmed,Caterer (food prepared off-site from where served),12,0,12,0,12,barbecue sauce,,Multiple,,,,,
2018,3,Illinois,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2018,5,Illinois,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,4,Texas,Food,"Escherichia coli, Shiga toxin-producing",unknown,Suspected,Restaurant - Sit-down dining,4,1,1,0,4,ground beef,,Beef,,,,,
2018,5,North Carolina,Food,Norovirus unknown,,Suspected,Private home/residence,18,0,18,0,18,,,,,,,,
2018,2,Pennsylvania,Food,Campylobacter; Campylobacter,,Confirmed; Confirmed,Farm/dairy,3,1,3,0,3,"milk, unpasteurized",,Dairy,,,,,
2018,5,Texas,Food,,,,Caterer (food prepared off-site from where served),71,0,71,0,71,"chicken, tetrazini",,Multiple,,,,,
2018,2,Colorado,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,1,Colorado,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",73,0,72,0,73,"sandwich, other","lettuce; onion; provolone; salami, beef; tomato; dressing mix",Multiple,,,,,
2018,5,Tennessee,Food,Norovirus Genogroup I,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,5,Texas,Food,,,,Unknown,2,0,2,0,2,"burrito, pork; beer",,Multiple,,,,,
2018,4,Washington,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,pesto,,Multiple,,,,,
2018,5,Texas,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,shrimp fried rice; fried catfish; french fries,,Multiple,,,,,
2018,5,Ohio,Food,Salmonella enterica,Braenderup,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,4,Wisconsin,Food,Salmonella enterica,Typhimurium,Confirmed,Unknown,9,0,8,0,9,,,,,,,,
2018,5,Wisconsin,Food,Cyclospora,,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2018,5,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing; Salmonella enterica; Escherichia coli, Enterotoxigenic; Escherichia coli, Enteropathogenic; Other - Bacterium","unknown; I 4,[5],12:i:-; unknown; unknown; ",Confirmed; Confirmed; Confirmed; Suspected; Confirmed,Private home/residence,12,1,4,0,4,,,,,,,,
2018,5,Illinois,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,ice; tomatoes; lettuce,,Multiple,,,,,
2018,4,Illinois,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,9,0,9,0,9,,,,,,,,
2018,4,Illinois,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Caterer (food prepared off-site from where served),12,0,12,0,12,,,,,,,,
2018,6,Texas,Food,,,,Unknown,4,0,4,0,4,"enchilada, beef; rice and beans; quesadilla, chicken; ice tea; margarita",,Multiple,,,,,
2015,9,California,Food,,,,Prison/jail,4,0,4,0,4,dried shiitake mushrooms,,Fungi,,,,,
2017,6,California,Food,Mycotoxins,,Confirmed,Prison/jail,3,0,3,0,3,dried shiitake mushrooms,,Fungi,,,,,
2017,1,California,Food,Hepatitis A,,Confirmed,Restaurant - Sit-down dining; Restaurant - other or unknown type; Private home/residence,6,1,6,0,6,,,,,,,,
2018,5,Texas,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,121,0,0,0,0,,,,,,,,
2016,8,California,Food,,,,Restaurant - Sit-down dining,12,0,12,0,12,,,,,,,,
2017,4,California,Food,Clostridium botulinum,,Confirmed,Other,10,10,10,1,10,nachos and cheese,,Multiple,,,,,
2017,12,California,Food,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),4,0,4,0,4,,,,,,,,
2017,12,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2017,12,California,Food,,,,Caterer (food prepared off-site from where served),28,0,28,0,28,,,,,,,,
2017,6,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,0,11,0,11,,,,,,,,
2017,5,California,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2017,8,California,Food,,,,Caterer (food prepared off-site from where served),13,0,13,0,13,chicken,chicken,Chicken,,,,,
2017,1,California,Food,Norovirus unknown,,Suspected,Banquet Facility (food prepared and served on-site),15,0,15,0,15,,,,,,,,
2017,3,California,Food,Clostridium botulinum,,Confirmed,Other,2,2,2,1,2,herbal tea,,Herbs,,,,,
2018,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,11,4,11,0,11,,,,,,,,
2018,5,Minnesota,Food,Cyclospora,,Confirmed,Restaurant - Sit-down dining,73,0,73,0,73,cilantro,cilantro,Herbs,,,,,
2018,5,Tennessee,Food,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O157:H7; O157:H7,Confirmed; Confirmed,Farm/dairy,17,7,16,0,16,raw milk,raw milk,Dairy,,,,,
2018,6,New York,Food,Clostridium botulinum,,Confirmed,Private home/residence,3,3,3,0,3,home canned peas,peas,Seeded Vegetables,,,,,
2018,6,Virginia,Food,Norovirus Genogroup II,GII.P7 - GII.6,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,caesar salad; house salad,romaine lettuce; romaine lettuce,Vegetable Row Crops,,,,,
2018,6,Utah,Food,Clostridium perfringens,,Confirmed,Private home/residence,42,0,0,0,42,pulled pork,pork,Pork,,,,,
2018,6,Ohio,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Caterer (food prepared off-site from where served); Grocery store",9,0,8,0,8,,,,,,,,
2018,6,Ohio,Food,,,,Private home/residence,3,0,3,0,3,,,,,,,,
2018,5,Florida,Food,Shigella unknown,,Suspected,Restaurant - other or unknown type,12,0,12,0,12,chef salad,,Multiple,,,,,
2018,6,Utah,Food,Bacillus cereus,,Suspected,Restaurant - Buffet,4,0,4,0,4,,,,,,,,
2018,5,Texas,Food,,,,Restaurant - Sit-down dining,8,0,8,0,8,,,,,,,,
2018,5,New Mexico,Food,Salmonella enterica,Typhimurium,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,1,2,0,2,,,,,,,,
2018,6,Utah,Food,Campylobacter jejuni,,Confirmed,Farm/dairy,16,0,16,0,16,raw milk,,Dairy,,,,,
2018,4,Minnesota,Food,Salmonella enterica,Infantis,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,1,Idaho,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Farm/dairy,2,0,2,0,2,"milk, whole milk unpasteurized","milk, unpasteurized",Dairy,,,,,
2018,6,Minnesota,Food,Norovirus Genogroup I,GI.P4 - GI.4,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",23,0,23,0,23,,,,,,,,
2018,5,Pennsylvania,Food,Salmonella enterica,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2018,6,Florida,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,cheese sauce,"cheddar cheese, pasteurized",Dairy,,,,,
2017,7,California,Food,Salmonella enterica,Thompson,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",16,1,16,0,16,,,,,,,,
2017,6,California,Food,Salmonella enterica,Infantis,Confirmed,Grocery store,11,2,10,0,11,"bbq, unspecified",,Multiple,,,,,
2017,2,California,Food,Salmonella enterica,Infantis,Confirmed,Caterer (food prepared off-site from where served),66,0,66,0,66,"chicken, smoked",,Chicken,,,,,
2017,6,California,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.P16 - GII.2; unknown,Confirmed; Suspected,Restaurant - Sit-down dining,25,0,25,0,25,,,,,,,,
2017,2,California,Food,Norovirus Genogroup II; Norovirus Genogroup II; Norovirus Genogroup I; Norovirus Genogroup I; Norovirus Genogroup II; Sapovirus; Norovirus Genogroup I; Norovirus Genogroup II,GII.P12 - GII.3; GII.P16 - GII.2; GI.P4 - GI.4; GI.P13 - GI.3; GII.P16 - GII.4 Sydney; ; unknown; unknown,Suspected; Confirmed; Suspected; Suspected; Suspected; Suspected; Confirmed; Confirmed,Other,55,0,36,0,36,"oysters, raw","oysters, raw",Mollusks,,,,,
2017,11,California,Food,Bacillus cereus,,Suspected,Prison/jail,105,0,105,0,105,"tortilla, unspecified",wraps/tortillas,Multiple,,,,,
2017,12,California,Food,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Restaurant - Sit-down dining,3,0,3,0,3,"salad, unspecified",,Multiple,,,,,
2018,6,South Carolina,Food,Staphylococcus aureus,,Suspected,Unknown,16,0,16,0,16,pork,pork,Pork,,,,,
2018,5,Florida,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
