State,LandCategory,Region,Region or State,Year,Acre Value
Maryland,Pasture,Northeast,State,2012,
New Jersey,Pasture,Northeast,State,2012,13600.0
New York,Pasture,Northeast,State,2012,1250.0
Pennsylvania,Pasture,Northeast,State,2012,2650.0
Other States,Pasture,Northeast,State,2012,5760.0
Lake,Pasture,Lake States,Region,2012,1740.0
Michigan,Pasture,Lake States,State,2012,2290.0
Minnesota,Pasture,Lake States,State,2012,1390.0
Wisconsin,Pasture,Lake States,State,2012,2010.0
Corn Belt,Pasture,Corn Belt,Region,2012,2130.0
Illinois,Pasture,Corn Belt,State,2012,2870.0
Indiana,Pasture,Corn Belt,State,2012,2450.0
Iowa,Pasture,Corn Belt,State,2012,2800.0
Missouri,Pasture,Corn Belt,State,2012,1700.0
Ohio,Pasture,Corn Belt,State,2012,2970.0
Northern Plains,Pasture,Northern Plains,Region,2012,648.0
Kansas,Pasture,Northern Plains,State,2012,938.0
Nebraska,Pasture,Northern Plains,State,2012,617.0
North Dakota,Pasture,Northern Plains,State,2012,458.0
South Dakota,Pasture,Northern Plains,State,2012,561.0
Appalachian,Pasture,Appalachian,Region,2012,3110.0
Kentucky,Pasture,Appalachian,State,2012,2330.0
North Carolina,Pasture,Appalachian,State,2012,4330.0
Tennessee,Pasture,Appalachian,State,2012,3410.0
Virginia,Pasture,Appalachian,State,2012,3920.0
West Virginia,Pasture,Appalachian,State,2012,1980.0
Southeast,Pasture,Southeast,Region,2012,3700.0
Alabama,Pasture,Southeast,State,2012,1850.0
Florida,Pasture,Southeast,State,2012,4820.0
Georgia,Pasture,Southeast,State,2012,3910.0
South Carolina,Pasture,Southeast,State,2012,2960.0
Delta,Pasture,Delta States,Region,2012,2130.0
Arkansas,Pasture,Delta States,State,2012,2110.0
Louisiana,Pasture,Delta States,State,2012,2300.0
Mississippi,Pasture,Delta States,State,2012,2030.0
Southern Plains,Pasture,Southern Plains,Region,2012,1390.0
Oklahoma,Pasture,Southern Plains,State,2012,1060.0
Texas,Pasture,Southern Plains,State,2012,1460.0
Mountain,Pasture,Mountain,Region,2012,550.0
Arizona,Pasture,Mountain,State,2012,
Colorado,Pasture,Mountain,State,2012,640.0
Idaho,Pasture,Mountain,State,2012,1220.0
Montana,Pasture,Mountain,State,2012,570.0
Nevada,Pasture,Mountain,State,2012,
New Mexico,Pasture,Mountain,State,2012,330.0
Utah,Pasture,Mountain,State,2012,920.0
Wyoming,Pasture,Mountain,State,2012,480.0
Pacific,Pasture,Pacific,Region,2012,1590.0
California,Pasture,Pacific,State,2012,2680.0
Oregon,Pasture,Pacific,State,2012,600.0
Washington,Pasture,Pacific,State,2012,800.0
United States,Pasture,Continental U.S.,Region,2012,1110.0
Northeast,Pasture,Northeast,Region,2013,3370.0
Maryland,Pasture,Northeast,State,2013,
New Jersey,Pasture,Northeast,State,2013,13500.0
New York,Pasture,Northeast,State,2013,1240.0
Pennsylvania,Pasture,Northeast,State,2013,2770.0
Other States,Pasture,Northeast,State,2013,5840.0
Lake,Pasture,Lake States,Region,2013,1870.0
Michigan,Pasture,Lake States,State,2013,2420.0
Minnesota,Pasture,Lake States,State,2013,1580.0
Wisconsin,Pasture,Lake States,State,2013,2000.0
Corn Belt,Pasture,Corn Belt,Region,2013,2290.0
Illinois,Pasture,Corn Belt,State,2013,3370.0
Indiana,Pasture,Corn Belt,State,2013,2500.0
Iowa,Pasture,Corn Belt,State,2013,3220.0
Missouri,Pasture,Corn Belt,State,2013,1790.0
Ohio,Pasture,Corn Belt,State,2013,3010.0
Northern Plains,Pasture,Northern Plains,Region,2013,754.0
Kansas,Pasture,Northern Plains,State,2013,1150.0
Nebraska,Pasture,Northern Plains,State,2013,643.0
North Dakota,Pasture,Northern Plains,State,2013,578.0
South Dakota,Pasture,Northern Plains,State,2013,667.0
Appalachian,Pasture,Appalachian,Region,2013,3210.0
Kentucky,Pasture,Appalachian,State,2013,2560.0
North Carolina,Pasture,Appalachian,State,2013,4530.0
Tennessee,Pasture,Appalachian,State,2013,3380.0
Virginia,Pasture,Appalachian,State,2013,3930.0
West Virginia,Pasture,Appalachian,State,2013,1990.0
Southeast,Pasture,Southeast,Region,2013,3770.0
Alabama,Pasture,Southeast,State,2013,2000.0
Florida,Pasture,Southeast,State,2013,4850.0
Georgia,Pasture,Southeast,State,2013,3850.0
South Carolina,Pasture,Southeast,State,2013,2820.0
Delta,Pasture,Delta States,Region,2013,2190.0
Arkansas,Pasture,Delta States,State,2013,2160.0
Louisiana,Pasture,Delta States,State,2013,2400.0
Mississippi,Pasture,Delta States,State,2013,2070.0
Southern Plains,Pasture,Southern Plains,Region,2013,1410.0
Oklahoma,Pasture,Southern Plains,State,2013,1210.0
Texas,Pasture,Southern Plains,State,2013,1450.0
Mountain,Pasture,Mountain,Region,2013,594.0
Arizona,Pasture,Mountain,State,2013,
Colorado,Pasture,Mountain,State,2013,680.0
Idaho,Pasture,Mountain,State,2013,1220.0
Montana,Pasture,Mountain,State,2013,580.0
Nevada,Pasture,Mountain,State,2013,
New Mexico,Pasture,Mountain,State,2013,320.0
Utah,Pasture,Mountain,State,2013,950.0
Wyoming,Pasture,Mountain,State,2013,470.0
Pacific,Pasture,Pacific,Region,2013,1590.0
California,Pasture,Pacific,State,2013,2650.0
Oregon,Pasture,Pacific,State,2013,620.0
Washington,Pasture,Pacific,State,2013,800.0
United States,Pasture,Continental U.S.,Region,2013,1170.0
Northeast,Pasture,Northeast,Region,2014,3460.0
Maryland,Pasture,Northeast,State,2014,6000.0
New Jersey,Pasture,Northeast,State,2014,13500.0
New York,Pasture,Northeast,State,2014,1330.0
Pennsylvania,Pasture,Northeast,State,2014,2900.0
Other States,Pasture,Northeast,State,2014,5790.0
Lake,Pasture,Lake States,Region,2014,1950.0
Michigan,Pasture,Lake States,State,2014,2500.0
Minnesota,Pasture,Lake States,State,2014,1600.0
Wisconsin,Pasture,Lake States,State,2014,2150.0
Corn Belt,Pasture,Corn Belt,Region,2014,2360.0
Illinois,Pasture,Corn Belt,State,2014,3400.0
Indiana,Pasture,Corn Belt,State,2014,2550.0
Iowa,Pasture,Corn Belt,State,2014,3400.0
Missouri,Pasture,Corn Belt,State,2014,1850.0
Ohio,Pasture,Corn Belt,State,2014,3100.0
Northern Plains,Pasture,Northern Plains,Region,2014,954.0
Kansas,Pasture,Northern Plains,State,2014,1300.0
Nebraska,Pasture,Northern Plains,State,2014,900.0
North Dakota,Pasture,Northern Plains,State,2014,750.0
South Dakota,Pasture,Northern Plains,State,2014,860.0
Appalachian,Pasture,Appalachian,Region,2014,3280.0
Kentucky,Pasture,Appalachian,State,2014,2700.0
North Carolina,Pasture,Appalachian,State,2014,4760.0
Tennessee,Pasture,Appalachian,State,2014,3400.0
Virginia,Pasture,Appalachian,State,2014,3930.0
West Virginia,Pasture,Appalachian,State,2014,2000.0
Southeast,Pasture,Southeast,Region,2014,3790.0
Alabama,Pasture,Southeast,State,2014,2100.0
Florida,Pasture,Southeast,State,2014,4910.0
Georgia,Pasture,Southeast,State,2014,3650.0
South Carolina,Pasture,Southeast,State,2014,2900.0
Delta,Pasture,Delta States,Region,2014,2270.0
Arkansas,Pasture,Delta States,State,2014,2240.0
Louisiana,Pasture,Delta States,State,2014,2500.0
Mississippi,Pasture,Delta States,State,2014,2110.0
Southern Plains,Pasture,Southern Plains,Region,2014,1540.0
Oklahoma,Pasture,Southern Plains,State,2014,1360.0
Texas,Pasture,Southern Plains,State,2014,1580.0
Mountain,Pasture,Mountain,Region,2014,611.0
Arizona,Pasture,Mountain,State,2014,
Colorado,Pasture,Mountain,State,2014,760.0
Idaho,Pasture,Mountain,State,2014,1220.0
Montana,Pasture,Mountain,State,2014,640.0
Nevada,Pasture,Mountain,State,2014,
New Mexico,Pasture,Mountain,State,2014,360.0
Utah,Pasture,Mountain,State,2014,1050.0
Wyoming,Pasture,Mountain,State,2014,490.0
Pacific,Pasture,Pacific,Region,2014,1610.0
California,Pasture,Pacific,State,2014,2700.0
Oregon,Pasture,Pacific,State,2014,630.0
Washington,Pasture,Pacific,State,2014,810.0
United States,Pasture,Continental U.S.,Region,2014,1300.0
Northeast,Pasture,Northeast,Region,2015,3480.0
Maryland,Pasture,Northeast,State,2015,6000.0
New Jersey,Pasture,Northeast,State,2015,13500.0
New York,Pasture,Northeast,State,2015,1430.0
Pennsylvania,Pasture,Northeast,State,2015,2850.0
Other States,Pasture,Northeast,State,2015,5840.0
Lake,Pasture,Lake States,Region,2015,2060.0
Michigan,Pasture,Lake States,State,2015,2680.0
Minnesota,Pasture,Lake States,State,2015,1700.0
Wisconsin,Pasture,Lake States,State,2015,2250.0
Corn Belt,Pasture,Corn Belt,Region,2015,2440.0
Illinois,Pasture,Corn Belt,State,2015,3550.0
Indiana,Pasture,Corn Belt,State,2015,2600.0
Iowa,Pasture,Corn Belt,State,2015,3400.0
Missouri,Pasture,Corn Belt,State,2015,1950.0
Ohio,Pasture,Corn Belt,State,2015,3140.0
Northern Plains,Pasture,Northern Plains,Region,2015,1020.0
Kansas,Pasture,Northern Plains,State,2015,1390.0
Nebraska,Pasture,Northern Plains,State,2015,870.0
North Dakota,Pasture,Northern Plains,State,2015,850.0
South Dakota,Pasture,Northern Plains,State,2015,980.0
Appalachian,Pasture,Appalachian,Region,2015,3340.0
Kentucky,Pasture,Appalachian,State,2015,2750.0
North Carolina,Pasture,Appalachian,State,2015,4700.0
Tennessee,Pasture,Appalachian,State,2015,3500.0
Virginia,Pasture,Appalachian,State,2015,4000.0
West Virginia,Pasture,Appalachian,State,2015,2020.0
Southeast,Pasture,Southeast,Region,2015,3790.0
Alabama,Pasture,Southeast,State,2015,2140.0
Florida,Pasture,Southeast,State,2015,4900.0
Georgia,Pasture,Southeast,State,2015,3580.0
South Carolina,Pasture,Southeast,State,2015,2940.0
Delta,Pasture,Delta States,Region,2015,2320.0
Arkansas,Pasture,Delta States,State,2015,2290.0
Louisiana,Pasture,Delta States,State,2015,2590.0
Mississippi,Pasture,Delta States,State,2015,2140.0
Southern Plains,Pasture,Southern Plains,Region,2015,1570.0
Oklahoma,Pasture,Southern Plains,State,2015,1430.0
Texas,Pasture,Southern Plains,State,2015,1600.0
Mountain,Pasture,Mountain,Region,2015,614.0
Arizona,Pasture,Mountain,State,2015,
Colorado,Pasture,Mountain,State,2015,760.0
Idaho,Pasture,Mountain,State,2015,1250.0
Montana,Pasture,Mountain,State,2015,650.0
Nevada,Pasture,Mountain,State,2015,
New Mexico,Pasture,Mountain,State,2015,340.0
Utah,Pasture,Mountain,State,2015,1050.0
Wyoming,Pasture,Mountain,State,2015,510.0
Pacific,Pasture,Pacific,Region,2015,1630.0
California,Pasture,Pacific,State,2015,2700.0
Oregon,Pasture,Pacific,State,2015,660.0
Washington,Pasture,Pacific,State,2015,820.0
United States,Pasture,Continental U.S.,Region,2015,1330.0
Northeast,Pasture,Northeast,Region,2016,3390.0
Maryland,Pasture,Northeast,State,2016,6100.0
New Jersey,Pasture,Northeast,State,2016,12500.0
New York,Pasture,Northeast,State,2016,1400.0
Pennsylvania,Pasture,Northeast,State,2016,2700.0
Other States,Pasture,Northeast,State,2016,5850.0
Lake,Pasture,Lake States,Region,2016,2050.0
Michigan,Pasture,Lake States,State,2016,2600.0
Minnesota,Pasture,Lake States,State,2016,1650.0
Wisconsin,Pasture,Lake States,State,2016,2300.0
Corn Belt,Pasture,Corn Belt,Region,2016,2420.0
Illinois,Pasture,Corn Belt,State,2016,3400.0
Indiana,Pasture,Corn Belt,State,2016,2600.0
Iowa,Pasture,Corn Belt,State,2016,3400.0
Missouri,Pasture,Corn Belt,State,2016,1930.0
Ohio,Pasture,Corn Belt,State,2016,3100.0
Northern Plains,Pasture,Northern Plains,Region,2016,1020.0
Kansas,Pasture,Northern Plains,State,2016,1290.0
Nebraska,Pasture,Northern Plains,State,2016,910.0
North Dakota,Pasture,Northern Plains,State,2016,830.0
South Dakota,Pasture,Northern Plains,State,2016,1020.0
Appalachian,Pasture,Appalachian,Region,2016,3320.0
Kentucky,Pasture,Appalachian,State,2016,2730.0
North Carolina,Pasture,Appalachian,State,2016,4700.0
Tennessee,Pasture,Appalachian,State,2016,3540.0
Virginia,Pasture,Appalachian,State,2016,3930.0
West Virginia,Pasture,Appalachian,State,2016,2020.0
Southeast,Pasture,Southeast,Region,2016,3900.0
Alabama,Pasture,Southeast,State,2016,2180.0
Florida,Pasture,Southeast,State,2016,5100.0
Georgia,Pasture,Southeast,State,2016,3530.0
South Carolina,Pasture,Southeast,State,2016,2940.0
Delta,Pasture,Delta States,Region,2016,2410.0
Arkansas,Pasture,Delta States,State,2016,2450.0
Louisiana,Pasture,Delta States,State,2016,2600.0
Mississippi,Pasture,Delta States,State,2016,2190.0
Southern Plains,Pasture,Southern Plains,Region,2016,1580.0
Oklahoma,Pasture,Southern Plains,State,2016,1470.0
Texas,Pasture,Southern Plains,State,2016,1600.0
Mountain,Pasture,Mountain,Region,2016,617.0
Arizona,Pasture,Mountain,State,2016,
Colorado,Pasture,Mountain,State,2016,760.0
Idaho,Pasture,Mountain,State,2016,1300.0
Montana,Pasture,Mountain,State,2016,650.0
Nevada,Pasture,Mountain,State,2016,
New Mexico,Pasture,Mountain,State,2016,350.0
Utah,Pasture,Mountain,State,2016,1040.0
Wyoming,Pasture,Mountain,State,2016,510.0
Pacific,Pasture,Pacific,Region,2016,1640.0
California,Pasture,Pacific,State,2016,2700.0
Oregon,Pasture,Pacific,State,2016,680.0
Washington,Pasture,Pacific,State,2016,840.0
United States,Pasture,Continental U.S.,Region,2016,1330.0
Northeast,Pasture,Northeast,Region,2017,3420.0
Maryland,Pasture,Northeast,State,2017,6100.0
New Jersey,Pasture,Northeast,State,2017,12500.0
New York,Pasture,Northeast,State,2017,1400.0
Pennsylvania,Pasture,Northeast,State,2017,2800.0
Other States,Pasture,Northeast,State,2017,5850.0
Lake,Pasture,Lake States,Region,2017,2080.0
Michigan,Pasture,Lake States,State,2017,2550.0
Minnesota,Pasture,Lake States,State,2017,1700.0
Wisconsin,Pasture,Lake States,State,2017,2350.0
Corn Belt,Pasture,Corn Belt,Region,2017,2380.0
Illinois,Pasture,Corn Belt,State,2017,3300.0
Indiana,Pasture,Corn Belt,State,2017,2590.0
Iowa,Pasture,Corn Belt,State,2017,3100.0
Missouri,Pasture,Corn Belt,State,2017,1970.0
Ohio,Pasture,Corn Belt,State,2017,3050.0
Northern Plains,Pasture,Northern Plains,Region,2017,1040.0
Kansas,Pasture,Northern Plains,State,2017,1280.0
Nebraska,Pasture,Northern Plains,State,2017,930.0
North Dakota,Pasture,Northern Plains,State,2017,850.0
South Dakota,Pasture,Northern Plains,State,2017,1060.0
Appalachian,Pasture,Appalachian,Region,2017,3340.0
Kentucky,Pasture,Appalachian,State,2017,2760.0
North Carolina,Pasture,Appalachian,State,2017,4700.0
Tennessee,Pasture,Appalachian,State,2017,3580.0
Virginia,Pasture,Appalachian,State,2017,3930.0
West Virginia,Pasture,Appalachian,State,2017,2040.0
Southeast,Pasture,Southeast,Region,2017,3910.0
Alabama,Pasture,Southeast,State,2017,2230.0
Florida,Pasture,Southeast,State,2017,5100.0
Georgia,Pasture,Southeast,State,2017,3560.0
South Carolina,Pasture,Southeast,State,2017,2940.0
Delta,Pasture,Delta States,Region,2017,2480.0
Arkansas,Pasture,Delta States,State,2017,2520.0
Louisiana,Pasture,Delta States,State,2017,2700.0
Mississippi,Pasture,Delta States,State,2017,2210.0
Southern Plains,Pasture,Southern Plains,Region,2017,1620.0
Oklahoma,Pasture,Southern Plains,State,2017,1470.0
Texas,Pasture,Southern Plains,State,2017,1650.0
Mountain,Pasture,Mountain,Region,2017,625.0
Arizona,Pasture,Mountain,State,2017,
Colorado,Pasture,Mountain,State,2017,760.0
Idaho,Pasture,Mountain,State,2017,1350.0
Montana,Pasture,Mountain,State,2017,660.0
Nevada,Pasture,Mountain,State,2017,
New Mexico,Pasture,Mountain,State,2017,360.0
Utah,Pasture,Mountain,State,2017,1050.0
Wyoming,Pasture,Mountain,State,2017,510.0
Pacific,Pasture,Pacific,Region,2017,1650.0
California,Pasture,Pacific,State,2017,2700.0
Oregon,Pasture,Pacific,State,2017,700.0
Washington,Pasture,Pacific,State,2017,850.0
United States,Pasture,Continental U.S.,Region,2017,1350.0
