"Date","Brand.Name.s.","Product.Description","Recall.Reason.Description","Company.Name"
"02/07/2018","Natural Grocers","Organic Deglet Noor Dates Pitted","Undeclared coconut","Vitamin Cottage Natural Food Markets, Inc."
"02/07/2018","Death Wish Coffee Co.","Nitro Cold Brew Coffee","Potential for Botulin Toxin","Death Wish Coffee Co."
"02/07/2018","Season’s Choice","Frozen Peas","Potential to be contaminated with Listeria monocytogenes","Lakeside Foods"
"02/07/2018","Homemade Gourmet","Dip Trio Mix","Salmonella","Phoenix Food, LLC"
"02/07/2018","Aunt Jemima, Hungry Man","Pancakes, waffles, toast","Listeria monocytogenes","Pinnacle Foods, Inc."
"02/07/2018","Publix","Publix Deli Artichoke and Spinach Dip","Small glass fragments","Publix Super Markets"
"02/07/2018","Wegmans","Potato Salad","Allergen: Eggs","A.S.K. Foods, Inc."
"02/07/2018","Green Chile Food Company","Various burritos","Potential to be contaminated with Listeria monocytogenes","Green Chile Concepts, LLC"
"02/07/2018","Kroger","Dessert cups","Allergen: Milk","Kroger"
"02/07/2018","Beyond Meat","Feisty Crumbles","Undeclaared Peanuts","Beyond Meat"
"02/07/2018","Marich Confectionery","Chocolate Caramel Hearts","Undeclared Almonds","Marich Confectionery"
"02/07/2018","Cousins","Tomato Salad Dressing","Undeclared Milk","Cousins Products LLC"
"02/07/2018","Delallo, Dietz & Watson, Private Selections","Cheese","Possible Listeria Monocytogenes Contamination","Biery Cheese Co."
"02/07/2018","Gerber","Cheese Ravioli Pasta Pick-Ups","egg allergen is missing from the 'Contains' statement","Gerber Products Company"
"02/07/2018","Regeneca Worldwide","Various herbal and dietary supplements","Undeclared Active Pharmaceutical Ingredients","Regeneca Worldwide"
"02/06/2018","Hy-Vee","Candy Trays","Salmonella","Name Hy-Vee, Inc."
"02/06/2018","Lays and Miss Vickie’s","Jalapeno Flavored Kettle Cooked Potato Chips","Salmonella","Frito-Lay"
"02/06/2018","Roundy’s Brand and Harris Teeter Brand","Frozen hash browns","Potential Foreign Material","McCain Foods USA, Inc."
"02/06/2018","Golden Temple®, Swad®, and Maya®","Flour","E.coli","Smucker Foods of Canada Corp."
"02/06/2018","Frutas Selectas de Tijuana, S. de R.L. of C.V.","Maradol Papayas","Potential to be contaminated with salmonella","Bravo Produce Inc."
"02/06/2018","Frutas Selectas de Tijuana, S. de R.L. of C.V.","Maradol Papayas","Tested Positive for Salmonella","Bravo Produce Inc."
"02/06/2018","Weis","Dried beef party rye dip","Undeclared Milk and Egg","Weis Markets"
"02/06/2018","H-E-B and Hill Country Fare","Sandwich Bread","Potential rubber in the product","H-E-B"
"02/06/2018","Masa’s Gourmet","Sauces","Undeclared milk","Rikki USA, Inc."
"02/06/2018","Kabir’s Bakery","Pastries","Undeclared Milk","Kabir’s Bakery"
"02/06/2018","Falafel King","Tzatziki (cucumber) sauce","Undeclared Milk","Falafel King"
"02/06/2018","Choice Farms","Stuffed mushrooms","potential for Listeria monocytogenes contamination","Choice Farms LLC"
"02/06/2018","New of Kopi Jantan Tradisional","Natural Herbs Coffee Dietary Supplement","Unapproved new drug, Undeclared Milk Allergen","Bestherbs Coffee LLC"
"02/06/2018","Veggie Noodle Co","Butternut Spirals","possible contamination with Listeria monocytogenes","Veggie Noodle Co"
"02/06/2018","Ditos","Fruit trays","Undeclared Milk and Soy","Ditos"
"02/05/2018","Southern Grove","Unsalted Almonds","Undeclared Wheat and Soy","Kanan Enterprises, Inc."
"02/01/2018","Daisho","Kimchi Hot Pot Soup Base","Undeclared Crustacean Shellfish (Shrimp, Crab)","JFC International Inc."
"01/29/2018","Panera","Cream Cheese","Potential to be contaminated with Listeria monocytogenes","Panera"
"01/24/2018","Sun Noodle","Tonkotsu Ramen","Undeclared Fish","Sun Noodle"
"01/24/2018","Multiple brands","Frozen green beans and mixed vegetables","Potential to be contaminated with Listeria monocytogenes","National Frozen Foods Corporation"
"01/23/2018","Several Brands","Cheeses, breads, and desserts","Undeclared Wheat, Soy, Egg, Milk and Undeclared Artificial Coloring","Productos Pacheco Inc."
"01/22/2018","Several Brands","Cheeses, breads, and desserts","Undeclared Wheat, Soy, Egg, Milk and Undeclared Artificial Coloring","Productos Pacheco Inc."
"01/21/2018","Zero For Him","Dietary Supplement","Potential to be contaminated with Salmonella","Break Ventures / California Basics"
"01/19/2018","Palmer Bakery Delights","Sea Salt Caramel Hearts","Undeclared peanut","Palmer Candy Company"
"01/19/2018","Ottogi","Rice Cake Soup","Undeclared milk","Ottogi America, Inc."
"01/18/2018","Whole Foods Market","Cheesecake bars","Undeclared Almond Flour","Whole Foods Market"
"01/17/2018","Coconut Tree","Shredded Coconut","Potential to be contaminated with salmonella","Evershing International Trading Company"
"01/17/2018","Michelina’s","Fettuccine Alfredo","Undeclared Soy","Bellisio Foods, Inc.,"
"01/15/2018","Hiland Dairy, Tampico","Orange Juice, Citrus Punch","Undeclared milk","Hiland Dairy"
"01/12/2018","Rico","Tofu Breakfast Burrito","Undeclared Soy","Rico Brand"
"01/12/2018","Top's, Purple Cow","Orange Cream Bars","Potential to be contaminated with Listeria monocytogenes","Fieldbrook Foods Corporation"
"01/12/2018","Various brands: Lucerne, Kroger, Sundae Shoppe.","Orange cream bars and chocolate coated vanilla ice cream bars","Potential to be contaminated with Listeria monocytogenes","Fieldbrook Foods Corporation"
"01/12/2018","Sundae Shoppe","Raspberry Cream Bars","Potential to be contaminated with Listeria monocytogenes","Fieldbrook Foods Corporation"
"01/11/2018","Mary B’s®","Biscuits","Potential to be contaminated with Listeria monocytogenes","Hom/Ade Foods, Inc"
"01/11/2018","Essential Everyday®","Coat & Bake Original Chicken Coating","Undeclared milk","Gilster – Mary Lee Corp."
"01/10/2018","Rely","Dried Longya Lily","Undeclared Sulfites","Wells Collection Inc"
"01/05/2018","Chao Café","instant coffee","Undeclared milk","Hong Lee Trading, Inc."
"01/04/2018","Condies Foods","Fruit cup","Undeclared milk and egg allergen","Condies Foods"
"01/03/2018","Polly Ann","Ice Bars","Undeclared milk","California Popsicle, Inc."
"01/02/2018","Southern Home, Shur Fine, Valu Time, more","biscuits","Listeria monocytogenes","T. Marzetti Company"
"01/02/2018","New Seasons Market Grab and Go","Macaroni and Cheese","Undeclared egg","New Seasons Market"
"12/29/2017","Blue Marble, Roundy's Select, and HyVee","Dark Chocolate Products","Allergen: Milk","GKI Foods LLC"
"12/29/2017","Uncle Buck’s and Family Choice","Dark Chocolate Peanuts","Undeclared milk","Rucker’s Wholesale and Service Co"
"12/29/2017","Wegmans, Alpine Valley, Circle K and others","Dark Chocolate Products","Undeclared milk","First Source"
"12/29/2017","DSD Merchandisers, Inc.","Dark Chocolate Almond Products","Undeclared Milk","DSD Merchandisers, Inc."
"12/29/2017","Hot Pockets","Cheese Pizza Snack Bites","Undeclared Allergens egg, milk, soy, and wheat","Nestle USA"
"12/29/2017","Shoreline Fruit and Cherry Bay Orchards","Dark Chocolate Covered Cherry Products","Milk Allergen","Shoreline Fruit LLC"
"12/29/2017","CVS Gold Emblem, Ocean State Candy, Hannaford Excellent, Market Basket, & Weigels","Dark Chocolate Products","Undeclared milk","New American Food Products, LLC"
"12/29/2017","Aurora, AG Supermarkets, Belmont Market, and others","Dark Chocolate Products","Undeclared Milk","Aurora Products, Inc."
"12/29/2017","Woodstock, Market Basket, Lunds & Byerlys","Dark Chocolate Almonds and Cashews","Undeclared Milk","United Natural Trading LLC"
"12/29/2017","Dilettante Chocolates","Espresso Beans","Undeclared almonds","Seattle Gourmet Foods"
"12/29/2017","Casa Sanchez","Guacamole","Listeria monocytogenes","Casa Sanchez Foods"
"12/29/2017","Casa Sanchez","Guacamole","Foreign matter: small piece of yellow plastic","Casa Sanchez Foods"
"12/29/2017","Nature's Touch","Frozen Green Beans","Listeria monocytogenes","Nature's Touch Frozen Foods LLC"
"12/29/2017","21st Century Snack Foods","Dark Chocolate Almonds","Undeclared Milk Allergen","21st Century Snack Foods"
"12/29/2017","Germack","Dark Chocolate Almond Bark","Undeclared Milk","Germack Roasting Co"
"12/29/2017","Casa Sanchez","Guacamole","Listeria monocytogenes","Casa Sanchez Foods"
"12/29/2017","Setton Farms","Dark Chocolate Products","Undeclared Milk","Setton Internatonal Foods, Inc."
"12/29/2017","Figi’s","Bulk dark chocolate gingersnaps and Christmas gingersnap variety","Undeclared Allergen (Milk)","Figi’s Companies"
"12/29/2017","Yorgo's, Trader Joe's","Hummus, tahini sauces, yogurt dips, more","Listeria","Yorgo's Foods, Inc."
"12/29/2017","Giant","Description Corn","Listeria monocytogenes","Giant Food, LLC"
"12/29/2017","Stop & Shop","Corn","Listeria monocytogenes","The Stop & Shop Supermarket Company LLC"
"12/29/2017","None","Chocolate covered coffee beans, cranberries, almonds, raisins, pretzel balls, ginger","Undeclared milk","Kroger"
"12/29/2017","GIANT/MARTIN'S","Corn","Listeria monocytogenes","GIANT Food Stores, LLC and MARTIN’S Food Markets"
"12/29/2017","Yorgo Foods Inc.","varieties of Hommus and Baba Ghannouj","potential to be contaminated with Listeria monocytogenes","Yorgo Foods"
"12/29/2017","All Natural, Weis, generic","Dark chocolate products","Undeclared milk","Lipari Foods, LLC"
"12/29/2017","Colorado Nut Company and various other private labels","Cashew Cranberry Cherry Jubilee, Oat Bran Nutty Crunch, Honey Nutty Granola, Peanut Delight, and Frontier Trail Mix","Undeclared milk","Colorado Nut Company"
"12/29/2017","Bibi Frutix","Bibi Frutix candy","Potential chemical contamination","Harvesters"
"12/29/2017","Apple Ridge","Gala, Fuji, Honeycrisp and Golden Delicious apples","Listeria monocytogenes","Jack Brown Produce, Inc."
"12/29/2017","N/A","Dark Chocolate Almonds, Dark Chocolate Cashews, and Dark Chocolate Pecans","Undeclared Milk","Farrell Farms, Inc."
"12/29/2017","Fit & Active","Chocolatey Chip Protein Meal Bars","Due to Presence of Plastic Piece","Leclerc"
"12/29/2017","Spice Time and Spice Supreme","Beef Flavored Bouillon Cube products","Undeclared Soy and Wheat","Gel Spice Company, Inc."
"12/29/2017","Meijer","Package products containing apple slices","Listeria monocytogenes","Meijer"
"12/29/2017","HERB-OX","Beef Flavor Granulated Bouillon","Undeclared Milk","Creative Packaging"
"12/29/2017","Springfield Smoked Fish","Smoked fish products","Potential to be contaminated with Listeria monocytogenes","Springfield Smoked Fish"
"12/29/2017","Comforts","Comforts FOR BABY Purified Water with Fluoride","Potential mold contamination - Talaromyces penicillium","Kroger Company"
"12/29/2017","Choceur","Dark Chocolate Bars","almond pieces in the product","ALDI"
"12/29/2017","Plow & Hearth","Chocolate Covered Cashews","Undeclared Peanut","Virginia Diner, Inc."
"12/29/2017","Springfield","Pre-sliced Nova Salmon","Listeria monocytogenes","Springfield Smoked Fish"
"12/29/2017","Daisy’s Bakery Inc.","Gourmet Concha","Undeclared milk","Daisy’s Bakery Inc."
"12/29/2017","Dutch Valley Food Distributors Inc.","Dark Chocolate Almonds and Cashews","Undeclared Milk","Dutch Valley Food Distributors Inc."
"12/23/2017","Nodine's Smokehouse, Inc.","Smoked Salmon 1.5 lbs, 8 oz","Listeria monocytogenes","Nodine's Smokehouse, Inc."
"12/22/2017","Fresh Pak, Michigan, and Aunt Mid’s","Packaged products containing apple slices","Listeria monocytogenes","Fresh Pak Inc."
"12/22/2017","HT Traders","Mini Biscotti – Triple Chocolate","Undeclared Almonds and Hazelnuts","Harris Teeter"
"12/21/2017","Springfield Smoked Fish","Smoked fish products","Listeria monocytogenes","Springfield Smoked Fish"
"11/17/2017","Goya","Adobo with cumin seasoning; adobo with pepper seasoning","Salmonella","Goya de Puerto Rico"
"11/02/2017","Toothsome Chocolate Emporium","Dark Chocolate Coffee Beans","Undeclared milk","Rucker’s Makin’ Batch Candies, Inc."
"10/31/2017","Whole Foods Market","Pumpkin Drop cookies","Undeclared Walnuts","Whole Foods Market"
"10/30/2017","Meijer","Dark Chocolate Products","Undeclared Milk","Meijer"
"10/26/2017","Toma Celena","Cheese","Listeria","Cooperstown Cheese Company"
"10/26/2017","Charlie's Produce, Alaska Carrot","Salad kits and stir fry mixes","Listeria monocytogenes","Triple B Corporation"
"10/26/2017","CP Fresh","Salad kits and stir fry mixes","Possible Contamination with Listeria Monocytogenes","Triple B Corporation"
"10/25/2017","Newport","Tuna Loins","Salmonella","Relish Foods Inc."
"10/25/2017","Ready.Chef.Go!","Seafood meal bags","Potential to be contaminated with Listeria monocytogenes","Randalls, Tom Thumb and Albertsons"
"10/25/2017","Albertsons, Safeway Vons, and Pak’N Save","Fresh vegetable trays and cups","Listeria monocytogenes","Albertsons, Safeway Vons, and Pak’N Save"
"10/25/2017","Ready.Chef.Go!","Seafood meal bags","Listeria monocytogenes","Randalls, Tom Thumb and Albertsons"
"10/25/2017","Albertsons, Safeway Vons, and Pak'N Save","Fresh vegetable trays and cups","Listeria monocytogenes","Albertsons, Safeway Vons, and Pak'N Save"
"10/24/2017","Just Cut","Broccoli Florets","Listeria Monocytogenes, Mann2017","Paragon Wholesale Foods Corp."
"10/24/2017","Whole Foods Market","Salads sold by the pound at salad bar","Listeria Monocytogenes, Mann2017","Whole Foods Market"
"10/24/2017","Pacific Coast Fruit Company","Bagged Processed Salads","potential contamination of Listeria monocytogenes","Pacific Coast Fruit Company"
"10/24/2017","Meijer","Various packaged produce items","potential contamination with Listeria monocytogenes","Meijer"
"10/24/2017","King Soopers, City Market","Deli broccoli salads and coleslaw","Listeria Monocytogenes, Mann2017","King Soopers"
"10/24/2017","H-E-B","Soup","may be contaminated with Listeria monocytogenes","H-E-B"
"10/23/2017","Giant Eagle","Breaded Shrimp","Undeclared egg","Giant Eagle"
"10/23/2017","Tres Latin Foods","Pupusas","Undeclared Milk Allergen","Tres Latin Foods"
"10/23/2017","Earthbound Farm LLC","Chopped Asian Style Salad Kit","Undeclared Milk and Egg","Earthbound Farm LLC"
"10/20/2017","BrightFarms","Salad and Basil products","E. coli","BrightFarms"
"10/19/2017","Wegmans","Honey Roast Nut Crunch","Undeclared almonds","First Source"
"10/19/2017","Mann's","Vegetable Products","Listeria monocytogenes","Mann Packing"
"10/18/2017","American Accent","Shredded Imitation Mozzarella Cheese","Undeclared milk","Great Lakes Cheese Co. Inc."
"10/18/2017","O'Soy","Strawberry Soy Yogurt","Undeclared Milk","Stonyfield"
"10/18/2017","weis","Bacon, Lettuce and Tomato (BLT) sandwiches","Undeclared Egg","Weis Markets"
"10/18/2017","Thanlwin","Fried Bean Snack","Undeclared Peanuts","Myanmar Wholesale"
"10/17/2017","Kenny’s","Buckeye Pie","Undeclared wheat","Kenny’s Great Pies, Inc."
"10/16/2017","Spicely Organics","Organic Tarragon","Salmonella","Organic Spices, Inc. dba Spicely Organics"
"10/16/2017","Aunt Beth's","Cookies","Undeclared peanut and other tree nuts","Aunt Beth’s Cookies"
"10/14/2017","Taste of Inspirations","Classic Red Skin Potato Salad","Undeclared egg","A.S.K. Foods, Inc."
"10/14/2017","Whole Foods Market","Apple Cinnamon Hand Pies","Undeclared Egg","Whole Foods Market"
"10/13/2017","Merkts","Port Wine Cheese Spread","Presence of small pieces of plastic","BEL BRANDS USA, INC"
"10/12/2017","La Terra Fina","Spinach Artichoke & Parmesan Dip & Spread","Undeclared Egg","La Terra Fina"
"10/12/2017","Hannaford, Nice!, Fresh Selects, Enza's Choice","Egg Salad Sandwiches, Ham Salad Sandwiches, and Seafood Stuffing","Listeria monocytogenes","Greencore USA, LLC"
"10/10/2017","Cascadian Farm","Organic Cinnamon Raisin Granola","Undeclared Almonds","General Mills"
"10/09/2017","Great American Deli","Chicken Salad Wheatberry Sandwich","Undeclared Eggs and Soy","Great American Deli"
"10/06/2017","Rhino 7, Papa Zen, Fifty Shades, and Grand X","Dietary Supplement","Unapproved new drug","Gadget Island, Inc. dba Gear Isle"
"10/06/2017","Whole Foods Market 365","Organic Raisin Bran","Undeclared Peanuts","Whole Food Markets"
"10/05/2017","Jansal Valley®","Dried Chili De Arbol Peppers","Peanut Allergen","Sid Wainer & Son®"
"10/03/2017","Royal Asia","Shrimp Wonton Noodle Soup","Undeclared Eggs","TAI FOONG USA"
"10/01/2017","Tampico®","Tropical Punch","Undeclared Milk Allergen","Dean Dairy"
"09/29/2017","Chun Yen Trading Co.","Reishi Coffee","Undeclared milk","Chun Yen Trading Co."
"09/08/2017","Garden of Life","Baby Organic Liquid Supplement","Potential Choking Hazard","Garden of Life LLC"
"09/07/2017","Wegmans","Muffins","Undeclared walnuts","Wegmans"
"08/17/2017","OPA","Ranch Greek Yogurt Dressing","Undeclared Egg","Litehouse Inc."
"07/21/2017","Bhu Foods","Protein Bars","Listeria monocytogenes","Hudson Valley Foods, Inc."
"06/16/2017","THE DUCK","FROZEN STEAMED SCOMBER FISH","Uneviscerated Product","WILLIS OCEAN INC."
"06/16/2017","Chic-a-Peas","Baked crunchy chick peas","Listeria monocytogenes","Chic-a-Peas LLc"
"06/12/2017","Gourmet Bay","Breaded Tilapia: toasted crumb, honey mustard, citrus coconut","Undeclared Milk","Slade Gorton Co. Inc."
"06/09/2017","Fresh Selections by Kroger, Club Chef LLC","Snack kits containing vegetables","Listeria","Club Chef LLC"
"06/08/2017","Goodseed","Soybean sprouts","Listeria","Happy Sprout Inc"
"05/24/2017","Hail Merry","Lemon Mini Miracle Tart Party Pack","Undeclared Cashews","Hail Merry"
"05/24/2017","Department of Corrections Washington State","Brownies, breakfast bars and other produced baked goods","Due to elevated levels of fluorinated organic chemicals (PFOS and PFOA) in the water used to manufacture products","Department of Corrections Washington State"
"05/18/2017","Quality Nut Co.","Milk chocolate peanuts, chocolate peanuts, trail mix, sweet and spicy mix","Undeclared Milk, Soy, or Wheat","Quality Nut Co."
"05/18/2017","Quesos de la Costa","White cheese","Listeria","La Nica Products, Inc."
"05/18/2017","Quesos de la Costa","White cheese","Listeria","La Nica Products, Inc."
"05/17/2017","Henning's Wisconsin Cheese","Colby Jack Cheese","Proper pasteurization cannot be verified","Henning's Cheese"
"05/01/2017","Organic Veda","Ginger Powder","Salmonella","Lord Organics"
"03/01/2017","Sargento","Cheese","Listeria","Sargento Foods, Inc."
"03/01/2017","Yoke's Fresh Market","Cheese","potential contamination of Listeria monocytogenes","Yoke's Fresh Market"
"03/01/2017","Amish Classics, Deli Readi, Deli Made, Meijer, more","Cheese","Listeria","MDS Foods Inc.,"
"02/22/2017","Kusher","Cookies","Undeclared Egg and Milk in Cookies","Kusher"
"02/20/2017","Amish Classics, Deli Readi, Deli Made, Meijer, more","Cheese","Listeria","MDS Foods Inc.,"
"02/15/2017","PC Organics","(various flavors) Baby food pouches","Clostridium botulinum","Loblaw Companies Limited"
"02/06/2018","Caverflo","Natural Herbal Coffee","Undeclared Active Pharmaceutical Ingredients and Undeclared Milk","Caverflo.com"
